station_id,quality,temp,period
USC00436391,R,300,djf
USC00436500,R,318,djf
USC00436761,R,314,djf
USC00436893,S,315,djf
USC00436995,S,317,djf
USC00437032,S,284,djf
USC00437098,R,331,djf
USC00437607,C,303,djf
USC00437612,R,287,djf
USC00438160,R,322,djf
USC00438169,Q,269,djf
USC00438172,R,262,djf
USC00438600,R,360,djf
USC00438815,R,294,djf
USC00439099,R,272,djf
USC00439984,R,318,djf
USC00439988,Q,284,djf
USC00440021,S,456,djf
USC00440187,R,498,djf
USC00440188,Q,503,djf
USC00440243,S,481,djf
USC00440327,S,480,djf
USC00440385,R,517,djf
USC00440551,R,474,djf
USC00440720,R,370,djf
USC00440735,R,467,djf
USC00440766,S,433,djf
USC00440792,R,436,djf
USC00440860,R,453,djf
USC00440982,R,442,djf
USC00440993,R,505,djf
USC00441082,R,452,djf
USC00441121,R,483,djf
USC00441209,S,402,djf
USC00441322,C,493,djf
USC00441585,R,487,djf
USC00441593,S,473,djf
USC00441606,S,506,djf
USC00441614,C,486,djf
USC00441692,R,440,djf
USC00441746,Q,516,djf
USC00441825,R,442,djf
USC00441913,R,502,djf
USC00441986,Q,439,djf
USC00442009,S,469,djf
USC00442044,S,464,djf
USC00442142,S,505,djf
USC00442208,S,426,djf
USC00442245,S,499,djf
USC00442400,Q,508,djf
USC00442635,Q,480,djf
USC00442663,R,440,djf
USC00442790,S,516,djf
USC00442941,S,492,djf
USC00443071,R,439,djf
USC00443192,R,478,djf
USC00443204,R,477,djf
USC00443229,R,452,djf
USC00443267,S,435,djf
USC00443272,Q,440,djf
USC00443310,S,425,djf
USC00443565,Q,490,djf
USC00443640,C,447,djf
USC00443713,Q,520,djf
USC00444044,S,528,djf
USC00444101,S,524,djf
USC00444128,S,418,djf
USC00444414,S,520,djf
USC00444600,R,499,djf
USC00444768,S,511,djf
USC00444777,R,458,djf
USC00444876,S,483,djf
USC00444909,S,435,djf
USC00445050,C,485,djf
USC00445096,R,468,djf
USC00445117,R,480,djf
USC00445150,Q,477,djf
USC00445204,Q,454,djf
USC00445300,S,493,djf
USC00445338,R,503,djf
USC00445595,R,406,djf
USC00445700,S,444,djf
USC00445828,R,390,djf
USC00445851,S,410,djf
USC00445880,R,405,djf
USC00446125,Q,413,djf
USC00446147,Q,511,djf
USC00446161,Q,493,djf
USC00446475,C,493,djf
USC00446491,R,474,djf
USC00446626,R,467,djf
USC00446656,Q,511,djf
USC00446692,C,485,djf
USC00446712,C,460,djf
USC00446955,C,451,djf
USC00446999,Q,434,djf
USC00447130,Q,466,djf
USC00447174,R,449,djf
USC00447278,R,483,djf
USC00447338,S,483,djf
USC00447506,R,456,djf
USC00447541,Q,485,djf
USC00447904,Q,466,djf
USC00447925,S,505,djf
USC00447985,R,458,djf
USC00448022,S,437,djf
USC00448046,R,431,djf
USC00448062,S,440,djf
USC00448084,S,434,djf
USC00448129,R,509,djf
USC00448170,R,497,djf
USC00448192,S,509,djf
USC00448323,R,468,djf
USC00448600,C,493,djf
USC00448737,R,442,djf
USC00448800,S,511,djf
USC00448829,S,529,djf
USC00448837,Q,540,djf
USC00448888,R,448,djf
USC00448894,C,495,djf
USC00448941,Q,455,djf
USC00449025,S,510,djf
USC00449151,C,497,djf
USC00449181,S,427,djf
USC00449186,S,435,djf
USC00449215,C,439,djf
USC00449263,S,432,djf
USC00449301,R,436,djf
USC00450008,S,482,djf
USC00450013,R,439,djf
USC00450176,S,479,djf
USC00450217,R,373,djf
USC00450456,S,434,djf
USC00450482,S,476,djf
USC00450587,R,478,djf
USC00450668,S,362,djf
USC00450729,S,449,djf
USC00450844,S,341,djf
USC00450872,S,469,djf
USC00450945,S,474,djf
USC00451160,C,392,djf
USC00451233,S,401,djf
USC00451276,S,481,djf
USC00451350,S,356,djf
USC00451395,S,351,djf
USC00451400,C,367,djf
USC00451484,S,448,djf
USC00451496,S,472,djf
USC00451504,R,365,djf
USC00451586,R,397,djf
USC00451630,R,374,djf
USC00451666,R,343,djf
USC00451679,S,441,djf
USC00451690,R,399,djf
USC00451760,S,457,djf
USC00451767,S,352,djf
USC00451783,S,476,djf
USC00451939,C,453,djf
USC00451992,R,447,djf
USC00452007,C,335,djf
USC00452030,S,419,djf
USC00452157,S,399,djf
USC00452384,Q,370,djf
USC00452505,S,366,djf
USC00452531,C,487,djf
USC00452542,R,410,djf
USC00452548,S,425,djf
USC00452563,R,368,djf
USC00452675,C,482,djf
USC00452914,S,464,djf
USC00453177,R,456,djf
USC00453184,S,404,djf
USC00453222,R,387,djf
USC00453226,R,402,djf
USC00453284,R,478,djf
USC00453320,S,495,djf
USC00453333,S,501,djf
USC00453515,S,350,djf
USC00453529,R,359,djf
USC00453546,S,391,djf
USC00453730,S,314,djf
USC00453826,R,460,djf
USC00453883,C,434,djf
USC00454154,C,430,djf
USC00454169,S,483,djf
USC00454338,S,403,djf
USC00454486,S,454,djf
USC00454572,S,365,djf
USC00454679,S,383,djf
USC00454748,S,489,djf
USC00454764,C,378,djf
USC00454769,S,478,djf
USC00455133,S,310,djf
USC00455224,C,462,djf
USC00455231,R,423,djf
USC00455326,S,348,djf
USC00455525,S,470,djf
USC00455659,R,386,djf
USC00455678,R,474,djf
USC00455688,R,392,djf
USC00455704,S,461,djf
USC00455840,S,408,djf
USC00455844,S,328,djf
USC00455946,S,363,djf
USC00456011,R,477,djf
USC00456039,S,389,djf
USC00456096,S,470,djf
USC00456215,R,382,djf
USC00456262,S,446,djf
USC00456295,S,449,djf
USC00456534,C,352,djf
USC00456610,S,397,djf
USC00456624,S,448,djf
USC00456678,S,466,djf
USC00456747,S,421,djf
USC00456768,S,426,djf
USC00456789,C,376,djf
USC00456803,R,485,djf
USC00456846,R,463,djf
USC00456880,S,374,djf
USC00456898,S,347,djf
USC00456914,C,481,djf
USC00456974,S,321,djf
USC00457015,S,420,djf
USC00457059,C,370,djf
USC00457180,S,375,djf
USC00457185,S,391,djf
USC00457267,C,398,djf
USC00457319,R,452,djf
USC00457342,R,369,djf
USC00457507,S,471,djf
USC00457522,R,411,djf
USC00457544,S,470,djf
USC00457584,R,463,djf
USC00457657,Q,416,djf
USC00457696,S,467,djf
USC00457727,R,417,djf
USC00457773,S,470,djf
USC00457941,R,343,djf
USC00458034,S,474,djf
USC00458059,S,349,djf
USC00458207,S,426,djf
USC00458278,S,487,djf
USC00458520,R,360,djf
USC00458715,C,401,djf
USC00458773,S,477,djf
USC00458959,S,412,djf
USC00459012,R,314,djf
USC00459058,R,363,djf
USC00459074,S,379,djf
USC00459079,R,384,djf
USC00459200,S,429,djf
USC00459238,S,342,djf
USC00459376,C,327,djf
USC00459455,Q,411,djf
USC00459463,R,413,djf
USC00460102,Q,437,djf
USC00460202,R,445,djf
USC00460355,R,422,djf
USC00460509,R,370,djf
USC00460527,S,365,djf
USC00460580,S,403,djf
USC00460633,R,421,djf
USC00460925,R,420,djf
USC00460939,R,434,djf
USC00461215,S,394,djf
USC00461220,S,427,djf
USC00461290,Q,405,djf
USC00461324,S,411,djf
USC00461330,R,425,djf
USC00461393,R,390,djf
USC00461397,R,350,djf
USC00461579,R,446,djf
USC00461677,S,412,djf
USC00461723,R,445,djf
USC00461900,Q,363,djf
USC00462054,R,425,djf
USC00462211,Q,337,djf
USC00462462,Q,440,djf
USC00462522,S,431,djf
USC00462697,Q,437,djf
USC00462709,R,455,djf
USC00462920,C,418,djf
USC00463072,R,389,djf
USC00463215,R,452,djf
USC00463251,Q,397,djf
USC00463361,S,442,djf
USC00463464,R,366,djf
USC00463544,S,445,djf
USC00463648,Q,428,djf
USC00463798,R,418,djf
USC00463846,S,464,djf
USC00463940,Q,421,djf
USC00464200,S,434,djf
USC00464397,R,454,djf
USC00464763,R,433,djf
USC00464840,R,414,djf
USC00464956,R,408,djf
USC00464971,Q,383,djf
USC00465224,S,406,djf
USC00465353,S,462,djf
USC00465365,S,464,djf
USC00465453,Q,430,djf
USC00465563,S,454,djf
USC00465626,S,398,djf
USC00465672,R,414,djf
USC00465706,Q,430,djf
USC00465739,R,437,djf
USC00465875,R,367,djf
USC00465963,S,411,djf
USC00466163,C,439,djf
USC00466212,S,412,djf
USC00466248,R,414,djf
USC00466284,Q,408,djf
USC00466325,R,440,djf
USC00466442,R,386,djf
USC00466591,S,420,djf
USC00466600,R,425,djf
USC00466867,C,399,djf
USC00466912,Q,445,djf
USC00466952,R,455,djf
USC00466982,Q,432,djf
USC00466989,R,382,djf
USC00467018,S,392,djf
USC00467029,C,425,djf
USC00467372,Q,438,djf
USC00467513,R,392,djf
USC00467552,S,442,djf
USC00467649,R,397,djf
USC00467730,S,431,djf
USC00467785,S,401,djf
USC00467918,R,422,djf
USC00468051,R,395,djf
USC00468308,S,315,djf
USC00468351,R,421,djf
USC00468384,S,421,djf
USC00468522,Q,425,djf
USC00468589,Q,443,djf
USC00468614,R,411,djf
USC00468662,R,429,djf
USC00468777,S,372,djf
USC00468986,R,407,djf
USC00469011,R,441,djf
USC00469049,Q,467,djf
USC00469281,S,439,djf
USC00469333,R,430,djf
USC00469336,R,429,djf
USC00469436,S,422,djf
USC00469458,S,434,djf
USC00469482,R,406,djf
USC00469522,S,420,djf
USC00469610,R,481,djf
USC00469683,S,445,djf
USC00470045,R,308,djf
USC00470124,C,284,djf
USC00470175,R,247,djf
USC00470239,S,237,djf
USC00470265,S,275,djf
USC00470273,S,306,djf
USC00470287,Q,314,djf
USC00470308,C,286,djf
USC00470347,Q,245,djf
USC00470349,R,255,djf
USC00470382,Q,249,djf
USC00470516,C,304,djf
USC00470603,R,251,djf
USC00470645,S,291,djf
USC00470696,C,308,djf
USC00470742,Q,290,djf
USC00470773,R,262,djf
USC00470882,S,271,djf
USC00470904,S,248,djf
USC00470991,R,245,djf
USC00471044,R,273,djf
USC00471062,Q,299,djf
USC00471064,R,278,djf
USC00471078,S,303,djf
USC00471131,R,242,djf
USC00471205,S,300,djf
USC00471249,R,234,djf
USC00471280,R,264,djf
USC00471416,S,297,djf
USC00471568,S,282,djf
USC00471605,Q,293,djf
USC00471667,Q,300,djf
USC00471676,C,278,djf
USC00471840,Q,290,djf
USC00471847,S,247,djf
USC00471897,S,283,djf
USC00471923,S,231,djf
USC00471970,R,305,djf
USC00471978,S,246,djf
USC00472001,R,292,djf
USC00472055,Q,278,djf
USC00472165,R,298,djf
USC00472173,R,289,djf
USC00472240,R,230,djf
USC00472279,Q,279,djf
USC00472314,R,259,djf
USC00472556,S,271,djf
USC00472626,Q,290,djf
USC00472826,R,248,djf
USC00472839,S,277,djf
USC00472851,Q,281,djf
USC00472869,C,304,djf
USC00472889,S,254,djf
USC00472973,Q,283,djf
USC00473022,R,296,djf
USC00473038,C,300,djf
USC00473058,S,298,djf
USC00473116,Q,291,djf
USC00473174,R,262,djf
USC00473186,C,244,djf
USC00473268,Q,278,djf
USC00473271,Q,282,djf
USC00473332,S,227,djf
USC00473391,Q,320,djf
USC00473405,S,271,djf
USC00473453,C,288,djf
USC00473471,R,266,djf
USC00473511,R,271,djf
USC00473654,S,302,djf
USC00473661,Q,293,djf
USC00473698,R,253,djf
USC00473702,Q,291,djf
USC00473756,S,290,djf
USC00473800,R,238,djf
USC00473820,Q,292,djf
USC00474080,S,249,djf
USC00474108,Q,300,djf
USC00474174,S,328,djf
USC00474195,S,278,djf
USC00474373,Q,266,djf
USC00474391,Q,272,djf
USC00474457,R,326,djf
USC00474482,S,296,djf
USC00474523,R,256,djf
USC00474530,Q,257,djf
USC00474546,S,276,djf
USC00474582,S,234,djf
USC00474790,Q,301,djf
USC00474829,R,259,djf
USC00474894,S,252,djf
USC00474937,S,299,djf
USC00474953,S,259,djf
USC00475017,S,279,djf
USC00475091,R,278,djf
USC00475096,Q,282,djf
USC00475120,C,262,djf
USC00475164,S,273,djf
USC00475178,S,292,djf
USC00475189,Q,303,djf
USC00475255,C,242,djf
USC00475286,S,240,djf
USC00475335,C,270,djf
USC00475364,C,255,djf
USC00475474,S,324,djf
USC00475516,S,225,djf
USC00475525,R,234,djf
USC00475563,S,294,djf
USC00475573,Q,307,djf
USC00475581,S,290,djf
USC00475786,S,299,djf
USC00475808,S,262,djf
USC00475863,R,264,djf
USC00475932,S,280,djf
USC00476122,R,240,djf
USC00476200,S,302,djf
USC00476208,S,278,djf
USC00476330,S,287,djf
USC00476357,C,243,djf
USC00476380,Q,315,djf
USC00476398,R,239,djf
USC00476413,R,234,djf
USC00476510,Q,275,djf
USC00476646,C,294,djf
USC00476678,S,295,djf
USC00476718,S,299,djf
USC00476764,S,321,djf
USC00476772,R,245,djf
USC00476827,S,303,djf
USC00476838,R,304,djf
USC00476859,S,248,djf
USC00476922,C,320,djf
USC00476939,R,248,djf
USC00477052,R,305,djf
USC00477092,S,234,djf
USC00477113,C,254,djf
USC00477132,C,238,djf
USC00477142,Q,238,djf
USC00477158,S,303,djf
USC00477174,S,239,djf
USC00477209,Q,277,djf
USC00477226,C,257,djf
USC00477319,R,284,djf
USC00477349,S,259,djf
USC00477464,C,265,djf
USC00477480,S,231,djf
USC00477576,Q,302,djf
USC00477708,C,270,djf
USC00477725,S,327,djf
USC00477892,S,243,djf
USC00477964,Q,324,djf
USC00477997,S,291,djf
USC00478027,C,240,djf
USC00478110,S,258,djf
USC00478171,S,268,djf
USC00478190,Q,260,djf
USC00478229,S,301,djf
USC00478267,S,283,djf
USC00478316,R,296,djf
USC00478349,S,251,djf
USC00478376,R,265,djf
USC00478540,Q,289,djf
USC00478589,C,288,djf
USC00478672,C,290,djf
USC00478723,R,311,djf
USC00478827,S,258,djf
USC00478905,S,278,djf
USC00478910,Q,305,djf
USC00478919,C,292,djf
USC00478937,R,304,djf
USC00478951,S,286,djf
USC00479046,R,333,djf
USC00479050,R,307,djf
USC00479144,R,230,djf
USC00479190,S,301,djf
USC00479236,S,241,djf
USC00479304,R,235,djf
USC00479319,S,297,djf
USC00479335,C,291,djf
USC00480027,R,293,djf
USC00480080,S,403,djf
USC00480140,S,294,djf
USC00480270,R,421,djf
USC00480484,S,330,djf
USC00480540,R,324,djf
USC00480552,S,354,djf
USC00480603,S,289,djf
USC00480680,Q,378,djf
USC00480740,S,386,djf
USC00480761,R,341,djf
USC00480778,S,374,djf
USC00480865,R,242,djf
USC00480915,R,265,djf
USC00480951,R,279,djf
USC00481000,S,324,djf
USC00481131,Q,352,djf
USC00481165,S,364,djf
USC00481175,R,402,djf
USC00481220,S,288,djf
USC00481284,R,380,djf
USC00481547,R,407,djf
USC00481569,Q,376,djf
USC00481610,R,341,djf
USC00481676,Q,405,djf
USC00481730,R,399,djf
USC00481736,R,306,djf
USC00481775,S,382,djf
USC00481816,S,359,djf
USC00481840,S,378,djf
USC00481850,S,388,djf
USC00481855,S,409,djf
USC00481905,S,350,djf
USC00482054,R,271,djf
USC00482135,Q,338,djf
USC00482242,R,268,djf
USC00482375,S,270,djf
USC00482399,Q,360,djf
USC00482410,R,358,djf
USC00482415,R,336,djf
USC00482466,S,354,djf
USC00482580,C,360,djf
USC00482595,R,359,djf
USC00482680,R,369,djf
USC00482685,R,390,djf
USC00482715,R,359,djf
USC00482725,S,379,djf
USC00482881,R,366,djf
USC00482995,S,354,djf
USC00483031,S,323,djf
USC00483045,R,370,djf
USC00483100,R,326,djf
USC00483396,S,289,djf
USC00483582,R,293,djf
USC00483855,S,366,djf
USC00483936,Q,384,djf
USC00483950,S,384,djf
USC00484065,R,349,djf
USC00484080,R,327,djf
USC00484411,S,357,djf
USC00484442,R,395,djf
USC00484760,R,354,djf
USC00484910,S,297,djf
USC00484925,R,323,djf
USC00485055,C,388,djf
USC00485088,R,376,djf
USC00485105,S,290,djf
USC00485252,R,303,djf
USC00485260,S,434,djf
USC00485345,S,255,djf
USC00485374,Q,388,djf
USC00485392,Q,364,djf
USC00485435,S,350,djf
USC00485506,C,360,djf
USC00485612,Q,420,djf
USC00485770,S,329,djf
USC00485830,R,367,djf
USC00485833,Q,393,djf
USC00486120,R,310,djf
USC00486195,S,368,djf
USC00486428,R,280,djf
USC00486440,S,277,djf
USC00486555,R,334,djf
USC00486595,R,333,djf
USC00486660,S,372,djf
USC00486845,S,287,djf
USC00486852,R,411,djf
USC00487031,Q,328,djf
USC00487105,Q,339,djf
USC00487115,R,340,djf
USC00487200,C,407,djf
USC00487240,R,407,djf
USC00487260,S,279,djf
USC00487376,R,343,djf
USC00487388,S,346,djf
USC00487528,Q,336,djf
USC00487548,R,348,djf
USC00487555,C,377,djf
USC00487760,S,325,djf
USC00487810,R,336,djf
USC00487836,Q,328,djf
USC00487847,Q,346,djf
USC00487885,Q,356,djf
USC00487955,R,282,djf
USC00487990,R,349,djf
USC00488070,R,323,djf
USC00488124,R,346,djf
USC00488160,S,363,djf
USC00488192,S,271,djf
USC00488209,Q,330,djf
USC00488315,S,278,djf
USC00488385,R,283,djf
USC00488626,Q,363,djf
USC00488705,R,362,djf
USC00488758,S,354,djf
USC00488808,R,360,djf
USC00488852,S,384,djf
USC00488858,S,351,djf
USC00488875,R,417,djf
USC00488884,Q,345,djf
USC00488888,S,394,djf
USC00488995,R,423,djf
USC00488997,R,376,djf
USC00489025,S,292,djf
USC00489205,S,342,djf
USC00489208,Q,335,djf
USC00489459,R,301,djf
USC00489467,R,389,djf
USC00489580,R,386,djf
USC00489604,R,445,djf
USC00489615,S,429,djf
USC00489770,S,331,djf
USC00489805,R,350,djf
USC00489902,Q,300,djf
USC00489905,S,306,djf
USC00489925,S,440,djf
USC00500243,C,289,djf
USC00500247,Q,251,djf
USC00500275,R,244,djf
USC00500281,Q,278,djf
USC00500284,Q,250,djf
USC00500302,R,260,djf
USC00500363,R,302,djf
USC00500464,S,337,djf
USC00500490,Q,54,djf
USC00500657,R,397,djf
USC00500707,R,247,djf
USC00500788,S,287,djf
USC00501175,Q,251,djf
USC00501180,Q,235,djf
USC00501220,Q,232,djf
USC00501240,S,303,djf
USC00501243,R,141,djf
USC00501244,Q,139,djf
USC00501466,R,-26,djf
USC00501492,R,-5,djf
USC00501497,Q,10,djf
USC00501684,R,-69,djf
USC00501926,S,204,djf
USC00501987,Q,-34,djf
USC00502019,R,71,djf
USC00502107,S,69,djf
USC00502112,S,108,djf
USC00502126,R,-77,djf
USC00502144,R,321,djf
USC00502149,S,274,djf
USC00502173,R,374,djf
USC00502227,R,420,djf
USC00502339,R,89,djf
USC00502350,R,79,djf
USC00502352,R,90,djf
USC00502457,R,224,djf
USC00502568,R,62,djf
USC00502587,S,380,djf
USC00502642,Q,259,djf
USC00502645,Q,245,djf
USC00502656,R,241,djf
USC00502707,S,44,djf
USC00502711,Q,227,djf
USC00502737,Q,243,djf
USC00502785,S,369,djf
USC00502868,Q,111,djf
USC00502870,Q,53,djf
USC00502871,R,41,djf
USC00502965,R,29,djf
USC00502970,R,62,djf
USC00503009,R,142,djf
USC00503160,Q,124,djf
USC00503163,R,245,djf
USC00503181,Q,82,djf
USC00503196,Q,245,djf
USC00503198,R,350,djf
USC00503212,R,39,djf
USC00503275,R,97,djf
USC00503294,R,343,djf
USC00503299,S,262,djf
USC00503304,R,93,djf
USC00503502,R,298,djf
USC00503504,R,259,djf
USC00503573,R,242,djf
USC00503585,R,145,djf
USC00503672,S,298,djf
USC00503682,R,314,djf
USC00503695,R,353,djf
USC00503720,R,272,djf
USC00503933,R,279,djf
USC00504094,R,360,djf
USC00504425,R,260,djf
USC00504550,R,259,djf
USC00504567,Q,124,djf
USC00504621,R,129,djf
USC00504812,S,350,djf
USC00504971,Q,75,djf
USC00504991,Q,354,djf
USC00505051,R,35,djf
USC00505136,S,-82,djf
USC00505397,R,92,djf
USC00505464,R,254,djf
USC00505516,Q,62,djf
USC00505519,S,393,djf
USC00505604,S,323,djf
USC00505644,Q,43,djf
USC00505733,C,255,djf
USC00505757,R,127,djf
USC00505778,S,144,djf
USC00505880,R,79,djf
USC00505883,R,239,djf
USC00505894,R,282,djf
USC00506147,S,56,djf
USC00506581,C,37,djf
USC00506777,R,118,djf
USC00506853,R,348,djf
USC00506870,R,257,djf
USC00507097,R,124,djf
USC00507141,R,364,djf
USC00507352,R,243,djf
USC00507444,R,229,djf
USC00507502,Q,296,djf
USC00507513,R,-8,djf
USC00507557,S,401,djf
USC00507570,S,257,djf
USC00507738,S,350,djf
USC00507780,R,-82,djf
USC00507783,R,177,djf
USC00508140,R,79,djf
USC00508183,R,363,djf
USC00508375,R,283,djf
USC00508377,R,278,djf
USC00508409,Q,153,djf
USC00508470,R,121,djf
USC00508547,R,108,djf
USC00508594,R,75,djf
USC00508615,Q,248,djf
USC00508625,R,91,djf
USC00508884,Q,175,djf
USC00508915,S,249,djf
USC00508945,R,138,djf
USC00509313,S,17,djf
USC00509385,R,94,djf
USC00509460,R,309,djf
USC00509489,R,109,djf
USC00509641,C,70,djf
USC00509685,Q,286,djf
USC00509747,Q,336,djf
USC00509759,R,259,djf
USC00509790,S,191,djf
USC00509829,S,331,djf
USC00509861,R,186,djf
USC00509869,R,28,djf
USC00509891,Q,43,djf
USC00509919,S,373,djf
USC00510305,R,794,djf
USC00510746,Q,733,djf
USC00511004,C,605,djf
USC00511125,R,781,djf
USC00511303,S,682,djf
USC00511339,Q,757,djf
USC00511918,C,805,djf
USC00512558,P,734,djf
USC00512679,R,732,djf
USC00512751,Q,766,djf
USC00513099,S,630,djf
USC00513113,R,776,djf
USC00513117,R,801,djf
USC00513146,Q,766,djf
USC00513317,R,786,djf
USC00513911,R,822,djf
USC00514459,R,753,djf
USC00514500,R,780,djf
USC00514561,Q,777,djf
USC00515000,S,690,djf
USC00515004,S,683,djf
USC00515011,R,626,djf
USC00515177,R,820,djf
USC00515275,R,764,djf
USC00515710,Q,799,djf
USC00515758,R,800,djf
USC00515842,S,809,djf
USC00515864,Q,800,djf
USC00516128,C,771,djf
USC00516198,R,517,djf
USC00516588,R,779,djf
USC00517000,R,789,djf
USC00517131,R,771,djf
USC00517150,Q,763,djf
USC00517166,C,754,djf
USC00517312,Q,760,djf
USC00518055,Q,783,djf
USC00518155,Q,779,djf
USC00518165,R,784,djf
USC00518407,R,789,djf
USC00518422,S,785,djf
USC00518500,R,757,djf
USC00518549,Q,790,djf
USC00518600,S,802,djf
USC00518652,R,753,djf
USC00518830,R,805,djf
USC00518838,R,761,djf
USC00519281,Q,779,djf
USC00519397,C,812,djf
USC00519523,S,787,djf
USC00519603,S,795,djf
USC00519629,R,802,djf
USW00003013,R,465,djf
USW00003016,R,378,djf
USW00003017,R,443,djf
USW00003024,R,520,djf
USW00003026,R,428,djf
USW00003027,R,436,djf
USW00003028,R,475,djf
USW00003029,Q,450,djf
USW00003030,R,504,djf
USW00003031,R,595,djf
USW00003032,R,628,djf
USW00003047,Q,612,djf
USW00003048,Q,521,djf
USW00003054,Q,548,djf
USW00003055,Q,492,djf
USW00003060,Q,326,djf
USW00003061,Q,356,djf
USW00003062,Q,375,djf
USW00003063,Q,471,djf
USW00003067,Q,444,djf
USW00003072,Q,587,djf
USW00003074,Q,582,djf
USW00003102,R,655,djf
USW00003103,S,432,djf
USW00003104,S,720,djf
USW00003122,S,657,djf
USW00003124,Q,615,djf
USW00003125,S,700,djf
USW00003131,R,656,djf
USW00003144,R,704,djf
USW00003145,R,705,djf
USW00003154,R,682,djf
USW00003159,R,594,djf
USW00003160,R,564,djf
USW00003162,R,460,djf
USW00003164,S,632,djf
USW00003166,R,678,djf
USW00003167,R,665,djf
USW00003170,R,393,djf
USW00003171,R,668,djf
USW00003177,R,637,djf
USW00003178,R,660,djf
USW00003179,R,670,djf
USW00003184,R,653,djf
USW00003192,Q,667,djf
USW00003195,R,442,djf
USW00003196,R,657,djf
USW00003728,Q,586,djf
USW00003733,Q,356,djf
USW00003739,Q,486,djf
USW00003749,Q,385,djf
USW00003757,Q,473,djf
USW00003758,Q,513,djf
USW00003759,Q,452,djf
USW00003761,Q,402,djf
USW00003802,R,419,djf
USW00003804,S,423,djf
USW00003809,S,489,djf
USW00003810,S,510,djf
USW00003811,S,504,djf
USW00003812,C,493,djf
USW00003813,S,597,djf
USW00003816,S,461,djf
USW00003818,R,637,djf
USW00003820,C,600,djf
USW00003822,C,624,djf
USW00003841,C,494,djf
USW00003847,S,466,djf
USW00003849,S,473,djf
USW00003853,R,655,djf
USW00003855,S,620,djf
USW00003856,C,535,djf
USW00003859,S,442,djf
USW00003860,C,446,djf
USW00003866,S,584,djf
USW00003868,R,389,djf
USW00003870,S,543,djf
USW00003872,S,415,djf
USW00003878,Q,600,djf
USW00003881,S,568,djf
USW00003882,R,641,djf
USW00003887,R,377,djf
USW00003888,R,549,djf
USW00003889,C,455,djf
USW00003893,R,405,djf
USW00003894,Q,477,djf
USW00003901,R,591,djf
USW00003902,Q,621,djf
USW00003904,S,626,djf
USW00003919,S,434,djf
USW00003927,S,579,djf
USW00003928,C,446,djf
USW00003931,Q,610,djf
USW00003932,R,509,djf
USW00003933,Q,603,djf
USW00003935,C,449,djf
USW00003936,R,425,djf
USW00003937,S,631,djf
USW00003940,C,582,djf
USW00003945,S,411,djf
USW00003947,C,405,djf
USW00003949,Q,602,djf
USW00003950,R,551,djf
USW00003951,S,589,djf
USW00003952,S,516,djf
USW00003953,R,483,djf
USW00003954,R,504,djf
USW00003957,R,473,djf
USW00003959,S,485,djf
USW00003960,R,429,djf
USW00003962,R,538,djf
USW00003963,R,442,djf
USW00003965,R,504,djf
USW00003966,R,430,djf
USW00003967,R,415,djf
USW00003969,S,577,djf
USW00003971,R,581,djf
USW00003974,R,443,djf
USW00003975,R,464,djf
USW00003981,R,544,djf
USW00003991,R,571,djf
USW00003994,R,431,djf
USW00003996,R,581,djf
USW00003997,R,423,djf
USW00003998,R,459,djf
USW00003999,R,603,djf
USW00004109,R,401,djf
USW00004110,R,354,djf
USW00004111,R,293,djf
USW00004112,R,283,djf
USW00004113,R,434,djf
USW00004114,R,307,djf
USW00004125,Q,447,djf
USW00004126,Q,294,djf
USW00004127,Q,395,djf
USW00004128,Q,370,djf
USW00004130,Q,326,djf
USW00004131,Q,267,djf
USW00004134,Q,448,djf
USW00004136,Q,367,djf
USW00004137,Q,306,djf
USW00004138,Q,340,djf
USW00004139,Q,361,djf
USW00004140,Q,369,djf
USW00004141,Q,524,djf
USW00004201,R,476,djf
USW00004222,Q,539,djf
USW00004223,Q,438,djf
USW00004236,Q,474,djf
USW00004237,Q,453,djf
USW00004724,Q,341,djf
USW00004725,S,313,djf
USW00004726,R,338,djf
USW00004751,S,314,djf
USW00004780,R,371,djf
USW00004781,S,404,djf
USW00004787,R,333,djf
USW00004789,R,372,djf
USW00004803,R,242,djf
USW00004804,R,383,djf
USW00004808,R,318,djf
USW00004826,R,273,djf
USW00004836,R,207,djf
USW00004838,R,336,djf
USW00004839,R,345,djf
USW00004840,R,294,djf
USW00004841,R,294,djf
USW00004842,R,366,djf
USW00004843,R,336,djf
USW00004845,R,318,djf
USW00004846,R,337,djf
USW00004847,R,333,djf
USW00004848,R,350,djf
USW00004849,R,356,djf
USW00004850,R,362,djf
USW00004851,R,346,djf
USW00004852,R,397,djf
USW00004853,R,375,djf
USW00004854,R,269,djf
USW00004855,R,357,djf
USW00004857,R,356,djf
USW00004858,R,381,djf
USW00004990,Q,268,djf
USW00004994,Q,191,djf
USW00012812,R,756,djf
USW00012815,C,726,djf
USW00012816,S,678,djf
USW00012818,R,718,djf
USW00012819,R,707,djf
USW00012832,S,648,djf
USW00012833,R,677,djf
USW00012834,C,698,djf
USW00012835,R,761,djf
USW00012836,R,754,djf
USW00012838,S,727,djf
USW00012839,S,774,djf
USW00012841,R,720,djf
USW00012842,S,715,djf
USW00012843,R,737,djf
USW00012844,S,757,djf
USW00012849,R,773,djf
USW00012850,S,761,djf
USW00012854,R,721,djf
USW00012859,R,754,djf
USW00012871,R,724,djf
USW00012873,R,720,djf
